"DATE"|"CODE"|"STATION"|"SHORT_WAVE_FROM_SKY (W/m2 min)"|"SHORT_WAVE_REFLECTED(W/m2 min)"|"SHORT_WAVE_GLOBAL (W/m2 min)"|"IR_FROM_SKY_AVG (W/m2 min)"|"IR_FROM_EARTH_AVG (W/m2 min)"|"NET_RADIATION_AVG (W/m2 min)"
"2024:01:14 00:20"|"6434"|"MELLE"|0|0||307.9|314.8|-8.1
"2024:01:14 00:30"|"6434"|"MELLE"|0|0||308.5|314.9|-7.6
"2024:01:14 00:40"|"6434"|"MELLE"|0|0||308.7|314.9|-7.4
"2024:01:14 00:50"|"6434"|"MELLE"|0|0||306.7|314.7|-9.3
"2024:01:14 01:00"|"6434"|"MELLE"|0|0||301|313.9|-14.3
"2024:01:14 01:10"|"6434"|"MELLE"|0|0||302.2|314.2|-13.2
"2024:01:14 01:20"|"6434"|"MELLE"|0|0||303.1|314.2|-12.4
"2024:01:14 01:30"|"6434"|"MELLE"|0|0||304.2|314.2|-11.1
"2024:01:14 01:40"|"6434"|"MELLE"|0|0||305.4|314.4|-10
"2024:01:14 01:50"|"6434"|"MELLE"|0|0||306|314.6|-9.5
"2024:01:14 02:00"|"6434"|"MELLE"|0|0||307.4|314.8|-8
"2024:01:14 02:10"|"6434"|"MELLE"|0|0||307.8|315|-7.8
"2024:01:14 02:20"|"6434"|"MELLE"|0|0||307.3|314.7|-8
"2024:01:14 02:30"|"6434"|"MELLE"|0|0||308.3|314.8|-7
"2024:01:14 02:40"|"6434"|"MELLE"|0|0||309.4|315.1|-6.2
"2024:01:14 02:50"|"6434"|"MELLE"|0|0||309.2|314.8|-6.1
"2024:01:14 03:00"|"6434"|"MELLE"|0|0||299.7|313.9|-15.1
"2024:01:14 03:10"|"6434"|"MELLE"|0|0||298.4|313.5|-16
"2024:01:14 03:20"|"6434"|"MELLE"|0|0||301.5|313.8|-12.9
"2024:01:14 03:30"|"6434"|"MELLE"|0|0||302.5|314|-12.1
"2024:01:14 03:40"|"6434"|"MELLE"|0|0||303.8|314.2|-11
"2024:01:14 03:50"|"6434"|"MELLE"|0|0||305.6|314.4|-9.4
"2024:01:14 04:00"|"6434"|"MELLE"|0|0||306.5|314.5|-8.5
"2024:01:14 04:10"|"6434"|"MELLE"|0|0||305.5|314.5|-9.5
"2024:01:14 04:20"|"6434"|"MELLE"|0|0||305.1|314.5|-10
"2024:01:14 04:30"|"6434"|"MELLE"|0|0||302.3|314|-12.5
"2024:01:14 04:40"|"6434"|"MELLE"|0|0||302.9|313.9|-11.7
"2024:01:14 04:50"|"6434"|"MELLE"|0|0||303.3|314|-11.4
"2024:01:14 05:00"|"6434"|"MELLE"|0|0||297|313.3|-17.1
"2024:01:14 05:10"|"6434"|"MELLE"|0|0||304.9|314.1|-9.9
"2024:01:14 05:20"|"6434"|"MELLE"|0|0||304|314|-10.7
"2024:01:14 05:30"|"6434"|"MELLE"|0|0||299.6|313.6|-14.8
"2024:01:14 05:40"|"6434"|"MELLE"|0|0||289|312.5|-24.6
"2024:01:14 05:50"|"6434"|"MELLE"|0|0||292.4|312.5|-21.2
"2024:01:14 06:00"|"6434"|"MELLE"|0|0||293.8|312.6|-19.8
"2024:01:14 06:10"|"6434"|"MELLE"|0|0||295.2|312.6|-18.7
"2024:01:14 06:20"|"6434"|"MELLE"|0|0||306.2|313.7|-8
"2024:01:14 06:30"|"6434"|"MELLE"|0|0||307.4|314.1|-7.1
"2024:01:14 06:40"|"6434"|"MELLE"|0|0||308.9|314.4|-5.9
"2024:01:14 06:50"|"6434"|"MELLE"|0|0||308.4|314.3|-6.3
"2024:01:14 07:00"|"6434"|"MELLE"|0|0||305.6|314|-8.9
"2024:01:14 07:10"|"6434"|"MELLE"|0|0||299.9|313.3|-14.1
"2024:01:14 07:20"|"6434"|"MELLE"|0|0||304.2|313.6|-10.1
"2024:01:14 07:30"|"6434"|"MELLE"|0|0||297.2|312.7|-15.8
"2024:01:14 07:40"|"6434"|"MELLE"|0|0||293.9|312.1|-18.1
"2024:01:14 07:50"|"6434"|"MELLE"|0|0||298|312.4|-12.9
"2024:01:14 08:00"|"6434"|"MELLE"|1.9|0||292.1|312|-15.6
"2024:01:14 08:10"|"6434"|"MELLE"|7.5|0||301.5|313.1|-3
"2024:01:14 08:20"|"6434"|"MELLE"|11.1|0||305.6|313.8|3.4
"2024:01:14 08:30"|"6434"|"MELLE"|14.3|0.3||306.3|313.9|6.4
"2024:01:14 08:40"|"6434"|"MELLE"|14.3|0||307.5|314.5|7.3
"2024:01:14 08:50"|"6434"|"MELLE"|22|1.7||307.4|315|12.7
"2024:01:14 09:00"|"6434"|"MELLE"|29.9|3.2||305.7|315.3|17.1
"2024:01:14 09:10"|"6434"|"MELLE"|44.2|6.5||304.2|316.3|25.6
"2024:01:14 09:20"|"6434"|"MELLE"|57|9.4||301.5|317.2|31.8
"2024:01:14 09:30"|"6434"|"MELLE"|61.3|10.1||302.1|317.8|35.5
"2024:01:14 09:40"|"6434"|"MELLE"|53.5|7.8||305.7|318.2|33.2
"2024:01:14 09:50"|"6434"|"MELLE"|64.2|10.5||307.3|319.3|41.7
"2024:01:14 10:00"|"6434"|"MELLE"|84.7|15.5||303.8|319.8|53.1
"2024:01:14 10:10"|"6434"|"MELLE"|85.8|15.6||302.6|320.2|52.5
"2024:01:14 10:20"|"6434"|"MELLE"|70.8|11.4||305.1|320.1|44.4
"2024:01:14 10:30"|"6434"|"MELLE"|74.8|12.4||309.4|320.7|51.2
"2024:01:14 10:40"|"6434"|"MELLE"|71.8|12||311.3|321.2|49.9
"2024:01:14 10:50"|"6434"|"MELLE"|67|11.1||311.7|320.6|46.9
"2024:01:14 11:00"|"6434"|"MELLE"|58.9|9.1||311.5|320.8|40.5
"2024:01:14 11:10"|"6434"|"MELLE"|50.8|7.1||311.3|319.8|35.2
"2024:01:14 11:20"|"6434"|"MELLE"|54.5|8||310.7|319.7|37.6
"2024:01:14 11:30"|"6434"|"MELLE"|47.4|6.5||310.3|318.8|32.5
"2024:01:14 11:40"|"6434"|"MELLE"|38.6|4.6||309.8|316.3|27.5
"2024:01:14 11:50"|"6434"|"MELLE"|41.9|5.8||309.9|315.1|30.9
"2024:01:14 12:00"|"6434"|"MELLE"|51.4|7.8||309.7|316.4|37
"2024:01:14 12:10"|"6434"|"MELLE"|49.1|7.2||309.5|317.1|34.4
"2024:01:14 12:20"|"6434"|"MELLE"|52.7|7.8||309.3|318.6|35.5
"2024:01:14 12:30"|"6434"|"MELLE"|54.2|8.1||309|318.5|36.5
"2024:01:14 12:40"|"6434"|"MELLE"|45.8|6.5||308.9|317.6|30.6
"2024:01:14 12:50"|"6434"|"MELLE"|36.9|4.6||308.5|317.1|23.7
"2024:01:14 13:00"|"6434"|"MELLE"|29.1|3.1||308.4|316.2|18.2
"2024:01:14 13:10"|"6434"|"MELLE"|36.9|4.7||306.5|314.7|24
"2024:01:14 13:20"|"6434"|"MELLE"|37.8|5.1||304.2|314.7|22.2
"2024:01:14 13:30"|"6434"|"MELLE"|40|5.6||301.6|315.4|20.6
"2024:01:14 13:40"|"6434"|"MELLE"|44.3|6.6||301.2|315.9|23
"2024:01:14 13:50"|"6434"|"MELLE"|48.9|7.5||302.2|316.5|27.1
"2024:01:14 14:00"|"6434"|"MELLE"|40.4|5.6||301.2|316.2|19.7
"2024:01:14 14:10"|"6434"|"MELLE"|33.1|4||306.4|316.5|19
"2024:01:14 14:20"|"6434"|"MELLE"|25.4|2.5||305.2|315.9|12.3
"2024:01:14 14:30"|"6434"|"MELLE"|20.4|1.5||307.1|315.5|10.5
"2024:01:14 14:40"|"6434"|"MELLE"|30.3|3.5||304.7|315.5|16.1
"2024:01:14 14:50"|"6434"|"MELLE"|32.9|4.1||304.1|316|16.9
"2024:01:14 15:00"|"6434"|"MELLE"|31.4|3.8||300.9|315.8|12.7
"2024:01:14 15:10"|"6434"|"MELLE"|23.2|1.8||300.2|315.7|5.9
"2024:01:14 15:20"|"6434"|"MELLE"|16.7|0.3||300.1|315.3|1.1
"2024:01:14 15:30"|"6434"|"MELLE"|13.9|0.1||299.3|314.8|-1.7
"2024:01:14 15:40"|"6434"|"MELLE"|11.1|0||294.5|314.3|-8
"2024:01:14 15:50"|"6434"|"MELLE"|4.1|0||293.2|313.5|-14
"2024:01:14 16:00"|"6434"|"MELLE"|0|0||299.2|313.5|-13
"2024:01:14 16:10"|"6434"|"MELLE"|0|0||298.8|313.4|-14.2
"2024:01:14 16:20"|"6434"|"MELLE"|0|0||299.2|313.1|-14.3
"2024:01:14 16:30"|"6434"|"MELLE"|0|0||299.9|313.3|-14.2
"2024:01:14 16:40"|"6434"|"MELLE"|0|0||302.5|313.6|-11.9
"2024:01:14 16:50"|"6434"|"MELLE"|0|0||304.3|313.9|-10.5
"2024:01:14 17:00"|"6434"|"MELLE"|0|0||293.6|312.8|-20.3
"2024:01:14 17:10"|"6434"|"MELLE"|0|0||246.5|311.1|-67.1
"2024:01:14 17:20"|"6434"|"MELLE"|0|0||266.3|311|-47
"2024:01:14 17:30"|"6434"|"MELLE"|0|0||294.2|312.2|-19
"2024:01:14 17:40"|"6434"|"MELLE"|0|0||296.4|312.5|-17.2
"2024:01:14 17:50"|"6434"|"MELLE"|0|0||301.1|313|-12.8
"2024:01:14 18:00"|"6434"|"MELLE"|0|0||303|313.2|-11
"2024:01:14 18:10"|"6434"|"MELLE"|0|0||297.8|313|-16.2
"2024:01:14 18:20"|"6434"|"MELLE"|0|0||296.5|313.2|-18
"2024:01:14 18:30"|"6434"|"MELLE"|0|0||296.2|313.3|-18.3
"2024:01:14 18:40"|"6434"|"MELLE"|0|0||296.5|313.5|-17.9
"2024:01:14 18:50"|"6434"|"MELLE"|0|0||297|313.6|-17.6
"2024:01:14 19:00"|"6434"|"MELLE"|0|0||299|313.9|-15.8
"2024:01:14 19:10"|"6434"|"MELLE"|0|0||300|314.4|-15.6
"2024:01:14 19:20"|"6434"|"MELLE"|0|0||299.3|314.6|-16.3
"2024:01:14 19:30"|"6434"|"MELLE"|0|0||299.2|315|-16.8
"2024:01:14 19:40"|"6434"|"MELLE"|0|0||300.7|315.4|-15.5
"2024:01:14 19:50"|"6434"|"MELLE"|0|0||301.2|315.7|-15.2
"2024:01:14 20:00"|"6434"|"MELLE"|0|0||300.2|315.7|-16.4
"2024:01:14 20:10"|"6434"|"MELLE"|0|0||299.8|315.6|-16.8
"2024:01:14 20:20"|"6434"|"MELLE"|0|0||298.4|315.8|-18.3
"2024:01:14 20:30"|"6434"|"MELLE"|0|0||299.5|315.9|-17.3
"2024:01:14 20:40"|"6434"|"MELLE"|0|0||302.1|316.3|-14.8
"2024:01:14 20:50"|"6434"|"MELLE"|0|0||300.6|316.4|-16.7
"2024:01:14 21:00"|"6434"|"MELLE"|0|0||297.1|316.2|-20.1
"2024:01:14 21:10"|"6434"|"MELLE"|0|0||248.6|311.8|-66.1
"2024:01:14 21:20"|"6434"|"MELLE"|0|0||227.6|309|-85.7
"2024:01:14 21:30"|"6434"|"MELLE"|0|0||227.8|309.2|-86.1
"2024:01:14 21:40"|"6434"|"MELLE"|0|0||232.7|309.2|-80.9
"2024:01:14 21:50"|"6434"|"MELLE"|0|0||240.9|309|-72.2
"2024:01:14 22:00"|"6434"|"MELLE"|0|0||235|308.3|-77.7
"2024:01:14 22:10"|"6434"|"MELLE"|0|0||274.1|310.1|-38.6
"2024:01:14 22:20"|"6434"|"MELLE"|0|0||295.8|312.5|-17.6
"2024:01:14 22:30"|"6434"|"MELLE"|0|0||286.2|312.9|-28
"2024:01:14 22:40"|"6434"|"MELLE"|0|0||266.7|311.8|-47.5
"2024:01:14 22:50"|"6434"|"MELLE"|0|0||260.7|311.3|-53.4
"2024:01:14 23:00"|"6434"|"MELLE"|0|0||278.4|312|-35.8
"2024:01:14 23:10"|"6434"|"MELLE"|0|0||293.8|312.9|-20.5
"2024:01:14 23:20"|"6434"|"MELLE"|0|0||294|314.3|-21.3
"2024:01:14 23:30"|"6434"|"MELLE"|0|0||284.1|314.4|-31.9
"2024:01:14 23:40"|"6434"|"MELLE"|0|0||262.2|313.2|-53.7
"2024:01:14 23:50"|"6434"|"MELLE"|0|0||257.8|312.3|-57.9
"2024:01:15 00:00"|"6434"|"MELLE"|0|0||265.8|313.1|-49.8
"2024:01:15 00:10"|"6434"|"MELLE"|0|0||284.3|313.9|-31.6
"2024:01:15 00:20"|"6434"|"MELLE"|0|0||308.2|315.5|-7.7
"2024:01:15 00:30"|"6434"|"MELLE"|0|0||313.9|315.8|-4.2
"2024:01:15 00:40"|"6434"|"MELLE"|0|0||315.5|316.5|-3.8
"2024:01:15 00:50"|"6434"|"MELLE"|0|0||316.7|316.9|-2.7
"2024:01:15 01:00"|"6434"|"MELLE"|0|0||319.7|316.4|1.2
"2024:01:15 01:10"|"6434"|"MELLE"|0|0||320.5|315.1|3.3
"2024:01:15 01:20"|"6434"|"MELLE"|0|0||320.9|315.1|3.6
"2024:01:15 01:30"|"6434"|"MELLE"|0|0||320.5|315.1|3.2
"2024:01:15 01:40"|"6434"|"MELLE"|0|0||320|315.2|2.2
"2024:01:15 01:50"|"6434"|"MELLE"|0|0||318.7|314.8|1.2
"2024:01:15 02:00"|"6434"|"MELLE"|0|0||317.9|314.4|0.3
"2024:01:15 02:10"|"6434"|"MELLE"|0|0||320.3|315.3|2.3
"2024:01:15 02:20"|"6434"|"MELLE"|0|0||321.2|315.9|2.8
"2024:01:15 02:30"|"6434"|"MELLE"|0|0||321.8|315.9|3.4
"2024:01:15 02:40"|"6434"|"MELLE"|0|0||322|315.6|3.6
"2024:01:15 02:50"|"6434"|"MELLE"|0|0||322|315.8|3.5
"2024:01:15 03:00"|"6434"|"MELLE"|0|0||323|315.9|4.9
"2024:01:15 03:10"|"6434"|"MELLE"|0|0||323.7|317.1|4.5
"2024:01:15 03:20"|"6434"|"MELLE"|0|0||321.6|317.7|1.1
"2024:01:15 03:30"|"6434"|"MELLE"|0|0||319.6|318|-0.6
"2024:01:15 03:40"|"6434"|"MELLE"|0|0||317.8|318|-2.3
"2024:01:15 03:50"|"6434"|"MELLE"|0|0||317.8|318.4|-2.7
"2024:01:15 04:00"|"6434"|"MELLE"|0|0||318.2|318.5|-2.3
"2024:01:15 04:10"|"6434"|"MELLE"|0|0||315.4|318.2|-5.3
"2024:01:15 04:20"|"6434"|"MELLE"|0|0||312.9|317.6|-6.5
"2024:01:15 04:30"|"6434"|"MELLE"|0|0||314.8|316.4|-3.5
"2024:01:15 04:40"|"6434"|"MELLE"|0|0||313.4|316|-5
"2024:01:15 04:50"|"6434"|"MELLE"|0|0||315.6|316.4|-3.2
"2024:01:15 05:00"|"6434"|"MELLE"|0|0||314.6|316.5|-3.9
"2024:01:15 05:10"|"6434"|"MELLE"|0|0||312.8|317.5|-8.1
"2024:01:15 05:20"|"6434"|"MELLE"|0|0||304.7|315.9|-14.5
"2024:01:15 05:30"|"6434"|"MELLE"|0|0||286.4|312.9|-30.7
"2024:01:15 05:40"|"6434"|"MELLE"|0|0||277.7|311.8|-38.6
"2024:01:15 05:50"|"6434"|"MELLE"|0|0||273|311.8|-43.6
"2024:01:15 06:00"|"6434"|"MELLE"|0|0||264.5|311|-51.9
"2024:01:15 06:10"|"6434"|"MELLE"|0|0||261.1|310.5|-54.9
"2024:01:15 06:20"|"6434"|"MELLE"|0|0||254.1|310.2|-61.5
"2024:01:15 06:30"|"6434"|"MELLE"|0|0||248.2|309.4|-66.7
"2024:01:15 06:40"|"6434"|"MELLE"|0|0||246|308.2|-67.9
"2024:01:15 06:50"|"6434"|"MELLE"|0|0||245.3|307.6|-67.9
"2024:01:15 07:00"|"6434"|"MELLE"|0|0||243.9|307.1|-68.6
"2024:01:15 07:10"|"6434"|"MELLE"|0|0||232.5|306.8|-79.6
"2024:01:15 07:20"|"6434"|"MELLE"|0|0||224.9|305.4|-85.8
"2024:01:15 07:30"|"6434"|"MELLE"|0|0||223.9|304.4|-84.9
"2024:01:15 07:40"|"6434"|"MELLE"|0|0||223.6|304.4|-83.5
"2024:01:15 07:50"|"6434"|"MELLE"|0|0||225.8|304.8|-79.1
"2024:01:15 08:00"|"6434"|"MELLE"|4.7|0||225.7|305.3|-74.5
"2024:01:15 08:10"|"6434"|"MELLE"|20.8|6.8||223.1|305.2|-68
"2024:01:15 08:20"|"6434"|"MELLE"|39.6|13.8||230.6|306|-49.5
"2024:01:15 08:30"|"6434"|"MELLE"|31.2|6.9||226.5|307.3|-56.6
"2024:01:15 08:40"|"6434"|"MELLE"|60.4|19.4||222.7|306.9|-43.3
"2024:01:15 08:50"|"6434"|"MELLE"|92.7|31.5||221.5|307.9|-25.3
"2024:01:15 09:00"|"6434"|"MELLE"|116.1|37.4||222.7|309|-7.6
"2024:01:15 09:10"|"6434"|"MELLE"|130.9|39.7||223|310.1|4
"2024:01:15 09:20"|"6434"|"MELLE"|152.7|45.6||223.3|311.1|19.3
"2024:01:15 09:30"|"6434"|"MELLE"|170.2|49.6||223.5|312.4|31.8
"2024:01:15 09:40"|"6434"|"MELLE"|189.8|54.4||224|313.5|46
"2024:01:15 09:50"|"6434"|"MELLE"|219.3|61.5||230.5|315.5|72.8
"2024:01:15 10:00"|"6434"|"MELLE"|201.8|50.2||247.9|317.4|82.1
"2024:01:15 10:10"|"6434"|"MELLE"|222.4|59||228.5|318|73.9
"2024:01:15 10:20"|"6434"|"MELLE"|250.8|67.9||224.2|319.4|87.8
"2024:01:15 10:30"|"6434"|"MELLE"|266.9|71.1||226.2|321.5|100.5
"2024:01:15 10:40"|"6434"|"MELLE"|323.2|84.4||248.2|326.3|160.6
"2024:01:15 10:50"|"6434"|"MELLE"|269.7|66.9||279.5|328.9|153.4
"2024:01:15 11:00"|"6434"|"MELLE"|74|11.1||282.2|321.8|23.3
"2024:01:15 11:10"|"6434"|"MELLE"|129.4|27.1||237.6|318.8|21.1
"2024:01:15 11:20"|"6434"|"MELLE"|290.8|74.2||229.8|326|120.3
"2024:01:15 11:30"|"6434"|"MELLE"|272|67.7||232.6|326.8|110.2
"2024:01:15 11:40"|"6434"|"MELLE"|260|62.2||255.8|328.4|125.3
"2024:01:15 11:50"|"6434"|"MELLE"|217|51.2||269.4|329|106.2
"2024:01:15 12:00"|"6434"|"MELLE"|211.2|49.2||247.9|325.6|84.4
"2024:01:15 12:10"|"6434"|"MELLE"|193.3|42.1||295.2|329.5|116.9
"2024:01:15 12:20"|"6434"|"MELLE"|143.4|27.5||279.2|326.7|68.3
"2024:01:15 12:30"|"6434"|"MELLE"|160.4|33.3||268.9|325.7|70.4
"2024:01:15 12:40"|"6434"|"MELLE"|109.7|20||271.9|324.8|36.8
"2024:01:15 12:50"|"6434"|"MELLE"|190|44.5||244.9|324.1|66.3
"2024:01:15 13:00"|"6434"|"MELLE"|228|55.8||244.7|326.3|90.6
"2024:01:15 13:10"|"6434"|"MELLE"|276.8|70.5||248.7|329.3|125.7
"2024:01:15 13:20"|"6434"|"MELLE"|249.1|60.5||266.9|330.9|124.6
"2024:01:15 13:30"|"6434"|"MELLE"|134.3|27.9||293.9|327.9|72.4
"2024:01:15 13:40"|"6434"|"MELLE"|123.7|25.5||299.8|327|71
"2024:01:15 13:50"|"6434"|"MELLE"|108.7|22.7||255.7|323.8|17.9
"2024:01:15 14:00"|"6434"|"MELLE"|134.2|33.1||243.3|321.7|22.7
"2024:01:15 14:10"|"6434"|"MELLE"|89.5|19.8||286.4|323.2|32.9
"2024:01:15 14:20"|"6434"|"MELLE"|153.1|42.8||247.6|323|35
"2024:01:15 14:30"|"6434"|"MELLE"|121.3|31.6||305.8|326.2|69.4
"2024:01:15 14:40"|"6434"|"MELLE"|74.6|15.7||288.7|324.3|23.2
"2024:01:15 14:50"|"6434"|"MELLE"|115.7|35.2||276.3|323.6|33.1
"2024:01:15 15:00"|"6434"|"MELLE"|135.8|45.6||248.8|322.2|16.9
"2024:01:15 15:10"|"6434"|"MELLE"|107.1|34.2||307|324.4|55.5
"2024:01:15 15:20"|"6434"|"MELLE"|18.9|2.1||294.1|316.3|-5.3
"2024:01:15 15:30"|"6434"|"MELLE"|18.1|1.8||247.6|313.6|-49.8
"2024:01:15 15:40"|"6434"|"MELLE"|19|3.1||289.6|315.5|-10
"2024:01:15 15:50"|"6434"|"MELLE"|7|0.4||308|317.8|-3.2
"2024:01:15 16:00"|"6434"|"MELLE"|1.6|0.1||258.4|314.3|-54.4
"2024:01:15 16:10"|"6434"|"MELLE"|0|0||246.1|313.2|-68.6
"2024:01:15 16:20"|"6434"|"MELLE"|0|0||251|313.2|-65.2
"2024:01:15 16:30"|"6434"|"MELLE"|0|0||253.3|313.1|-63.2
"2024:01:15 16:40"|"6434"|"MELLE"|0|0||233.8|311.2|-82.4
"2024:01:15 16:50"|"6434"|"MELLE"|0|0||227.8|310.3|-87.9
"2024:01:15 17:00"|"6434"|"MELLE"|0|0||226.6|309.5|-88.3
"2024:01:15 17:10"|"6434"|"MELLE"|0|0||263.9|310.3|-50.4
"2024:01:15 17:20"|"6434"|"MELLE"|0|0||284.4|311.9|-29.8
"2024:01:15 17:30"|"6434"|"MELLE"|0|0||285.5|312.8|-28.8
"2024:01:15 17:40"|"6434"|"MELLE"|0|0||231.7|309.5|-82.1
"2024:01:15 17:50"|"6434"|"MELLE"|0|0||276.4|311.2|-37.3
"2024:01:15 18:00"|"6434"|"MELLE"|0|0||278.8|312.3|-35.1
"2024:01:15 18:10"|"6434"|"MELLE"|0|0||262|310.9|-51.8
"2024:01:15 18:20"|"6434"|"MELLE"|0|0||289.9|312.3|-24
"2024:01:15 18:30"|"6434"|"MELLE"|0|0||297.6|313.5|-16.9
"2024:01:15 18:40"|"6434"|"MELLE"|0|0||274.1|312.7|-40.6
"2024:01:15 18:50"|"6434"|"MELLE"|0|0||260.7|311.5|-53.6
"2024:01:15 19:00"|"6434"|"MELLE"|0|0||285.1|312.6|-29.4
"2024:01:15 19:10"|"6434"|"MELLE"|0|0||289|313.2|-25.7
"2024:01:15 19:20"|"6434"|"MELLE"|0|0||292.9|313.5|-21.8
"2024:01:15 19:30"|"6434"|"MELLE"|0|0||293.6|313.7|-21.4
"2024:01:15 19:40"|"6434"|"MELLE"|0|0||295.8|313.8|-19.3
"2024:01:15 19:50"|"6434"|"MELLE"|0|0||289.2|313.7|-26.1
"2024:01:15 20:00"|"6434"|"MELLE"|0|0||289.9|313.8|-25.4
"2024:01:15 20:10"|"6434"|"MELLE"|0|0||296.6|314.1|-18.6
"2024:01:15 20:20"|"6434"|"MELLE"|0|0||298.4|314.4|-16.9
"2024:01:15 20:30"|"6434"|"MELLE"|0|0||299|314.5|-16.5
"2024:01:15 20:40"|"6434"|"MELLE"|0|0||298.1|314.5|-17.6
"2024:01:15 20:50"|"6434"|"MELLE"|0|0||300|314.6|-15.5
"2024:01:15 21:00"|"6434"|"MELLE"|0|0||296.6|314.5|-18.9
"2024:01:15 21:10"|"6434"|"MELLE"|0|0||289.6|313.8|-25.9
"2024:01:15 21:20"|"6434"|"MELLE"|0|0||299.2|314.5|-16.4
"2024:01:15 21:30"|"6434"|"MELLE"|0|0||300.2|314.8|-15.5
"2024:01:15 21:40"|"6434"|"MELLE"|0|0||299.4|314.8|-16.3
"2024:01:15 21:50"|"6434"|"MELLE"|0|0||295.6|314.7|-20.2
"2024:01:15 22:00"|"6434"|"MELLE"|0|0||288.5|314|-27
"2024:01:15 22:10"|"6434"|"MELLE"|0|0||297.6|314.4|-18.1
"2024:01:15 22:20"|"6434"|"MELLE"|0|0||299.6|314.5|-16.1
"2024:01:15 22:30"|"6434"|"MELLE"|0|0||281.7|313.4|-33.6
"2024:01:15 22:40"|"6434"|"MELLE"|0|0||281.3|312.7|-33.3
"2024:01:15 22:50"|"6434"|"MELLE"|0|0||296.6|313.8|-18.2
"2024:01:15 23:00"|"6434"|"MELLE"|0|0||286.8|313.1|-27.9
"2024:01:15 23:10"|"6434"|"MELLE"|0|0||290.5|313.1|-24.2
"2024:01:15 23:20"|"6434"|"MELLE"|0|0||273.6|311.8|-40.2
"2024:01:15 23:30"|"6434"|"MELLE"|0|0||268|310.8|-45.2
"2024:01:15 23:40"|"6434"|"MELLE"|0|0||266.4|310.1|-46.3
"2024:01:15 23:50"|"6434"|"MELLE"|0|0||238.6|308|-73.1
"2024:01:16 00:00"|"6434"|"MELLE"|0|0||229|306.2|-81.5
"2024:01:16 00:10"|"6434"|"MELLE"|0|0||225.6|304.8|-83.6
"2024:01:16 00:20"|"6434"|"MELLE"|0|0||222|303.6|-86
"2024:01:16 00:30"|"6434"|"MELLE"|0|0||222.2|302.8|-84.9
"2024:01:16 00:40"|"6434"|"MELLE"|0|0||221.7|302.3|-84.6
"2024:01:16 00:50"|"6434"|"MELLE"|0|0||221.6|302|-84.5
"2024:01:16 01:00"|"6434"|"MELLE"|0|0||224.7|301.7|-80.9
"2024:01:16 01:10"|"6434"|"MELLE"|0|0||230.4|301.2|-74.7
"2024:01:16 01:20"|"6434"|"MELLE"|0|0||238|301.4|-67
"2024:01:16 01:30"|"6434"|"MELLE"|0|0||245|301.9|-60.1
"2024:01:16 01:40"|"6434"|"MELLE"|0|0||245|301.5|-59.9
"2024:01:16 01:50"|"6434"|"MELLE"|0|0||245.5|301.3|-59.3
"2024:01:16 02:00"|"6434"|"MELLE"|0|0||241.9|300.7|-62.4
"2024:01:16 02:10"|"6434"|"MELLE"|0|0||241.2|300.4|-62.8
"2024:01:16 02:20"|"6434"|"MELLE"|0|0||239.8|299.7|-63.6
"2024:01:16 02:30"|"6434"|"MELLE"|0|0||241.2|299.4|-61.9
"2024:01:16 02:40"|"6434"|"MELLE"|0|0||247.6|300.5|-56.1
"2024:01:16 02:50"|"6434"|"MELLE"|0|0||252.3|301.5|-52.2
"2024:01:16 03:00"|"6434"|"MELLE"|0|0||257.4|302.6|-47.8
"2024:01:16 03:10"|"6434"|"MELLE"|0|0||260.8|303.1|-44.8
"2024:01:16 03:20"|"6434"|"MELLE"|0|0||261.5|303.3|-44.3
"2024:01:16 03:30"|"6434"|"MELLE"|0|0||262.2|303.3|-43.5
"2024:01:16 03:40"|"6434"|"MELLE"|0|0||255.7|302.9|-49.8
"2024:01:16 03:50"|"6434"|"MELLE"|0|0||257|302.7|-48.3
"2024:01:16 04:00"|"6434"|"MELLE"|0|0||256.5|302.5|-48.6
"2024:01:16 04:10"|"6434"|"MELLE"|0|0||247.4|301.8|-57.4
"2024:01:16 04:20"|"6434"|"MELLE"|0|0||243.5|300.7|-60.8
"2024:01:16 04:30"|"6434"|"MELLE"|0|0||242.5|300.4|-61.2
"2024:01:16 04:40"|"6434"|"MELLE"|0|0||244.1|300|-59.4
"2024:01:16 04:50"|"6434"|"MELLE"|0|0||245.7|300.3|-57.8
"2024:01:16 05:00"|"6434"|"MELLE"|0|0||243.4|300.4|-60.1
"2024:01:16 05:10"|"6434"|"MELLE"|0|0||237.3|299.7|-65.8
"2024:01:16 05:20"|"6434"|"MELLE"|0|0||223|297.8|-78.9
"2024:01:16 05:30"|"6434"|"MELLE"|0|0||224.9|297.8|-76.8
"2024:01:16 05:40"|"6434"|"MELLE"|0|0||226.4|297.2|-74.7
"2024:01:16 05:50"|"6434"|"MELLE"|0|0||242.5|298.5|-59.3
"2024:01:16 06:00"|"6434"|"MELLE"|0|0||256|300.2|-46.9
"2024:01:16 06:10"|"6434"|"MELLE"|0|0||263|301|-40.4
"2024:01:16 06:20"|"6434"|"MELLE"|0|0||264.7|301.9|-39.4
"2024:01:16 06:30"|"6434"|"MELLE"|0|0||248.7|300.8|-54.9
"2024:01:16 06:40"|"6434"|"MELLE"|0|0||226.8|298.7|-75.7
"2024:01:16 06:50"|"6434"|"MELLE"|0|0||222.9|297.7|-78.6
